Id,f1,f2,y1
1,2.66910773998781,0.986676930177047,1
2,1.6152979576075208,4.008856482944466,-1
3,0.6156958909170208,4.727670295669814,-1
4,2.8353705531450273,0.6440793781014236,1
5,1.0526933749965977,3.965690426132051,-1
6,0.732705042233405,4.738408430370368,-1
7,1.3116150043034849,0.23291563427935336,1
8,1.9846735697413511,0.47212193230909616,1
9,0.43101213097106317,4.049196754861649,-1
10,0.5441124641382686,4.347516620946643,-1
11,1.1294791246590339,4.640263890158873,-1
12,2.182538474484703,1.4488955630917904,1
13,1.4454598615584737,3.3944362286486713,-1
14,1.2725151449560081,4.23412496402777,-1
15,1.129332130539665,3.2586899170028376,-1
16,1.9980485985639553,0.9945849055848492,1
17,1.6293524328338564,0.09948623236746335,1
18,0.8424615652138978,3.8498987614536255,-1
19,1.5943230134894917,0.5022644447748895,1
20,1.889813592122094,0.6710751784785942,1
21,0.02199378573384647,3.842260285390921,-1
22,0.9643758378941372,4.976055262402573,-1
23,0.5147763040486153,3.9571474169044425,-1
24,2.6020140337915882,0.6075651648620541,1
25,0.8163475872600642,3.9627108236346706,-1
26,1.7901720994840067,1.120965415938979,1
27,0.17981717613150672,4.365807189991084,-1
28,0.38376326491153623,3.503345850233991,-1
29,0.8820963668758258,3.7247266525334153,-1
30,1.1089147310415488,4.6467139348749384,-1
31,0.7419278087909835,3.4047942856921436,-1
32,-0.05173131042088275,4.470295048814915,-1
33,0.5862046797693888,4.198067624739115,-1
34,0.6328878675824259,4.420534075256901,-1
35,0.5987340551743194,3.346501685858451,-1
36,2.7379544544686523,-0.5064772954501182,1
37,0.5348677373212753,0.9149976421651459,1
38,0.6771395535987202,4.681337396666771,-1
39,1.3835753366904413,4.550186201069104,-1
40,-0.11490722141754772,3.873069983071654,-1
41,2.1133323372633828,0.8861686723554789,1
42,1.8879840519729143,4.799987929329141,-1
43,1.0385538867715607,4.5977517924386015,-1
44,0.7873590586501192,4.623187304589999,-1
45,1.7039963267827036,-0.009102126994160686,1
46,1.308295473098499,1.2644562756126452,1
47,0.7567250804904528,3.7652093024547457,-1
48,0.7978706175542176,4.96680049178492,-1
49,0.7560017332356168,4.230378019601469,-1
50,1.020725413287099,4.098440105964599,-1
51,0.20552768151546053,4.278371608921359,-1
52,2.794757546818074,0.7416790409644236,1
53,1.6683625660227532,1.6046293901634683,1
54,2.057911216220174,5.160340341233996,-1
55,2.62767724856804,1.2201892170746158,1
