Id,f1,f2,y1
1,0.930184626028183,0.38561297459189764,-1
2,1.3481597201842532,-0.4734005466838313,1
3,0.23467218236802423,0.9780591863440371,-1
4,0.07018392964091975,1.0362577263651926,-1
5,-0.563627835045774,0.8302674500867805,-1
6,-0.22136378262284964,0.9689236117986878,-1
7,-0.06574850117405273,0.31874337517906937,1
8,0.009908412790170823,0.1119429243588298,1
9,0.013056629978636033,0.13876505389608618,1
10,1.611080054269273,-0.3241900864187835,1
11,1.000000795456283,-0.0033105548913056546,-1
12,0.17878901443440529,-0.18727570532270113,1
13,0.9637072279780708,0.3341291645430209,-1
14,-0.3761104857339508,0.9311559246092221,-1
15,-0.9849738249959499,0.2546616621198059,-1
16,1.7116858684030998,-0.09337869470562611,1
17,0.5691597655209617,-0.5062537208983974,1
18,-0.9530549419718044,0.241216348385698,-1
19,0.8054617059951205,0.5173251033999585,-1
20,0.8907103820079145,0.2750061660140434,-1
21,-0.5988429195509243,0.8263835369950037,-1
22,0.2476617275400892,-0.3277354999935026,1
23,1.053886035931555,-0.5020850928436507,1
24,-0.46480645664692544,0.7782708044433383,-1
25,0.7695704440792916,-0.5015670657899574,1
26,0.9192582136491918,0.25994020292478714,-1
27,1.7124549176381354,-0.04087259808532119,1
28,0.31098181339055825,-0.16578252785872777,1
29,0.960457500837274,-0.519229901244792,1
30,-0.8005916543884878,0.5580206002276298,-1
31,0.32208952086229337,-0.1299410048878239,1
32,1.9688011750917238,0.39157721778982013,1
33,1.985927517591404,0.46902521262680197,1
34,2.107102308987299,0.3530235720038033,1
35,-0.0032171792377879704,0.050108042421649804,1
36,0.017793065183299303,0.36933144368466375,1
37,-0.13374170422234447,0.9916156925447047,-1
38,0.6891633296964028,-0.4837262208581531,1
39,1.1563145075132117,-0.4389093620717184,1
40,-0.5410120615720722,0.8234716891407585,-1
41,-0.8887943266222883,0.1227422091376027,-1
42,0.9865776857155905,0.10370909341609358,-1
43,1.249112689256114,-0.5586544776506481,1
44,-0.4491889276103325,0.9421850894171131,-1
45,1.0553267957826613,-0.546053349259796,1
46,1.3538410794281255,-0.5054466962160582,1
47,-0.9676604979407061,0.10090105990840231,-1
48,-0.09822620335138266,0.9515292789060628,-1
49,-0.41560511725853533,0.8871761003794882,-1
50,0.6816905076586933,-0.5399008082490715,1
51,0.618947057547895,0.8585864946066263,-1
52,-0.8965055848275536,0.5198967542942406,-1
53,2.0309775537478685,0.45441380355373096,1
54,1.5011984340198063,-0.36088261131703,1
55,-0.6681292735385562,0.7905939928076569,-1
56,0.48018379682085,-0.3415660179637318,1
57,0.48101196859994566,0.9099436931980655,-1
58,-0.26976833389797766,1.065850829207289,-1
59,1.9681030411974416,0.18709817543677604,1
60,-1.0265195428800338,0.26756943947372314,-1
61,1.979853832604236,0.34256609500746765,1
62,-0.12299185290587222,1.0203511416137183,-1
63,-0.9562910686763272,0.3595729177230397,-1
64,0.9620736001536985,0.3003291308442999,-1
65,1.8813416249034625,-0.03743537138142239,1
66,0.4259961079941357,0.8555602024294793,-1
67,0.21519775563860777,0.025962975273292693,1
68,0.3479584243963069,-0.24351472632990773,1
69,0.7698686348739897,-0.45579532612748436,1
70,-0.90533720574721,0.46668155425460506,-1
71,0.1651083263335377,-0.09461454517259422,1
72,1.9455035076851852,0.16002595688126042,1
73,1.4845436261305405,-0.29053236051706577,1
74,-0.882125026171166,0.3666675561028531,-1
75,0.11274656655653463,0.11854927974712395,1
76,0.5935801785395532,-0.42890122777242545,1
77,1.3193667363759503,-0.4174415320411856,1
78,1.4633063039704015,-0.4187971579815701,1
79,0.35153887721630256,0.8944351023773068,-1
80,0.5676397936932097,0.8122831437162044,-1
81,-0.8053037943635091,0.6895837001256224,-1
82,0.7288999864438227,0.701635079049109,-1
83,0.7929790583202151,-0.5051140598317544,1
84,0.28911673485419065,-0.11399439971756646,1
85,1.5404677876108532,-0.20200281077468157,1
